UserID,MovieID,Rating,Timestamp
71708,1375666,9,1637732490
71708,1431045,6,1637732491
71708,848228,3,1637732492
71708,468569,1,1637732493
71708,499549,7,1637732494
71708,816692,0,1637732495
71708,2015381,1,1637732496
71708,4154664,3,1637732497
71708,1853728,4,1637732498
71708,6320628,6,1637732499
71708,1392170,10,1637732500
71708,1392190,2,1637732501
71708,371746,2,1637732502
71708,1345836,3,1637732503
71708,369610,2,1637732504
71708,1300854,5,1637732505
71708,1386697,6,1637732506
71708,2488496,4,1637732507
71708,3498820,3,1637732508
71708,7131622,8,1637732509
71708,903624,10,1637732510
71708,2395427,2,1637732511
71708,372784,5,1637732512
71708,2975590,5,1637732513
71708,3659388,7,1637732514
71708,1049413,8,1637732515
71708,8579674,6,1637732516
71708,2096673,8,1637732517
71708,458339,2,1637732518
71708,3315342,6,1637732519
71708,800369,3,1637732520
71708,1130884,9,1637732521
71708,993846,4,1637732522
71708,451279,6,1637732523
71708,1228705,4,1637732524
71708,361748,7,1637732525
71708,1074638,9,1637732526
71708,1211837,4,1637732527
71708,1951264,10,1637732528
71708,3896198,2,1637732529
71708,7713068,8,1637732530
71708,8946378,9,1637732531
71708,1663202,5,1637732532
71708,1201607,7,1637732533
71708,1745960,5,1637732534
71708,2771200,7,1637732535
71708,3183660,5,1637732536
71708,948470,8,1637732537
71708,6139732,9,1637732538
71708,478970,1,1637732539
71708,910970,7,1637732540
71708,6105098,7,1637732541
71708,1790864,9,1637732542
71708,1119646,1,1637732543
71708,2802144,4,1637732544
71708,2245084,6,1637732545
71708,1323594,8,1637732546
71708,330373,8,1637732547
71708,2872732,4,1637732548
71708,1396484,8,1637732549
71708,4520988,5,1637732550
71708,1843866,2,1637732551
71708,2084970,8,1637732552
71708,770828,2,1637732553
71708,1877832,3,1637732554
71708,2250912,4,1637732555
71708,2543164,5,1637732556
71708,926084,8,1637732557
71708,373889,5,1637732558
71709,1375666,6,1637732490
71709,1431045,7,1637732491
71709,499549,8,1637732492
71709,816692,4,1637732493
71709,1853728,8,1637732494
71709,6320628,8,1637732495
71709,1392170,6,1637732496
71709,1049413,7,1637732497
71709,2096673,5,1637732498
71709,3896198,5,1637732499
71709,8946378,7,1637732500
71709,1745960,10,1637732501
71709,3183660,7,1637732502
71709,478970,8,1637732503
71709,1790864,6,1637732504
71709,1323594,8,1637732505
71709,1396484,9,1637732506
71709,988045,6,1637732507
71709,454876,7,1637732508
71709,4972582,8,1637732509
71710,1375666,8,1637732490
71710,1431045,7,1637732491
71710,848228,8,1637732492
71710,468569,9,1637732493
71710,499549,8,1637732494
71710,816692,10,1637732495
71710,2015381,7,1637732496
71710,1853728,9,1637732497
71710,6320628,8,1637732498
71710,371746,7,1637732499
71710,1345836,10,1637732500
71710,369610,7,1637732501
71710,1300854,7,1637732502
71710,2488496,6,1637732503
71710,3498820,8,1637732504
71710,2395427,7,1637732505
71710,1049413,9,1637732506
71710,2096673,8,1637732507
71710,800369,7,1637732508
71710,1130884,9,1637732509
71710,1745960,8,1637732510
71711,848228,10,1637732490
71711,2015381,6,1637732491
71711,4154664,9,1637732492
71711,6320628,10,1637732493
71711,1392170,8,1637732494
71711,3498820,10,1637732495
71711,3498820,10,1637732496
71711,458339,10,1637732497
71711,800369,10,1637732498
71711,1228705,10,1637732499
71711,1211837,8,1637732500
71711,1951264,7,1637732501
71711,2771200,9,1637732502
71711,948470,9,1637732503
71711,6105098,7,1637732504
71711,1119646,10,1637732505
71711,1323594,7,1637732506
71711,1396484,4,1637732507
71711,1843866,10,1637732508
71711,2250912,10,1637732509
71711,2250912,10,1637732510
71711,2294629,5,1637732511
71712,1375666,9,1637732490
71712,1431045,7,1637732491
71712,848228,8,1637732492
71712,468569,8,1637732493
71712,499549,7,1637732494
71712,816692,10,1637732495
71712,816692,10,1637732496
71712,2015381,5,1637732497
71712,4154664,1,1637732498
71712,1853728,6,1637732499
71712,6320628,6,1637732500
71712,1392170,8,1637732501
71712,1392190,5,1637732502
71712,371746,8,1637732503
71712,1345836,10,1637732504
71712,369610,4,1637732505
71712,1300854,3,1637732506
71712,1386697,3,1637732507
71712,2488496,3,1637732508
71712,3498820,6,1637732509
71712,903624,8,1637732510
71713,1375666,10,1637732490
71713,499549,8,1637732491
71713,816692,9,1637732492
71713,1392170,9,1637732493
71713,1130884,9,1637732494
71713,993846,8,1637732495
71713,1951264,9,1637732496
71713,1201607,9,1637732497
71713,2771200,6,1637732498
71713,3183660,9,1637732499
71713,910970,8,1637732500
71713,1790864,10,1637732501
71713,1119646,7,1637732502
71713,2245084,8,1637732503
71713,1323594,7,1637732504
71713,330373,9,1637732505
71713,4520988,3,1637732506
71713,926084,8,1637732507
71713,373889,7,1637732508
71713,4972582,9,1637732509
71714,468569,10,1637732490
71714,816692,10,1637732491
71714,2015381,9,1637732492
71714,6320628,8,1637732493
71714,1300854,6,1637732494
71714,1386697,2,1637732495
71714,2488496,3,1637732496
71714,3498820,8,1637732497
71714,2395427,7,1637732498
71714,372784,8,1637732499
71714,458339,10,1637732500
71714,800369,5,1637732501
71714,993846,8,1637732502
71714,1228705,6,1637732503
71714,1074638,8,1637732504
71714,1211837,10,1637732505
71714,3896198,10,1637732506
71714,948470,7,1637732507
71714,478970,9,1637732508
71714,1119646,9,1637732509
71714,1323594,7,1637732510
71714,1843866,9,1637732511
71714,2250912,7,1637732512
71715,1375666,9,1637732490
71715,1431045,8,1637732491
71715,848228,8,1637732492
71715,468569,9,1637732493
71715,499549,9,1637732494
71715,2015381,7,1637732495
71715,4154664,5,1637732496
71715,6320628,8,1637732497
71715,1392170,8,1637732498
71715,371746,7,1637732499
71715,1345836,9,1637732500
71715,369610,6,1637732501
71715,1386697,6,1637732502
71715,2488496,6,1637732503
71715,3498820,8,1637732504
71715,903624,8,1637732505
71715,2395427,7,1637732506
71715,3659388,9,1637732507
71715,1049413,9,1637732508
71715,2096673,5,1637732509
71715,458339,7,1637732510
71715,800369,7,1637732511
71715,1130884,9,1637732512
71715,993846,9,1637732513
71715,451279,6,1637732514
71716,1375666,7,1637732490
71716,1431045,9,1637732491
71716,848228,10,1637732492
71716,2015381,8,1637732493
71716,371746,8,1637732494
71716,369610,7,1637732495
71716,1300854,8,1637732496
71716,2395427,6,1637732497
71716,1049413,10,1637732498
71716,458339,8,1637732499
71716,993846,10,1637732500
71716,1228705,8,1637732501
71716,1074638,4,1637732502
71716,1211837,6,1637732503
71716,7713068,8,1637732504
71716,1745960,7,1637732505
71716,6105098,10,1637732506
71716,2245084,8,1637732507
71716,1323594,5,1637732508
71716,1396484,8,1637732509
71717,1375666,8,1637732490
71717,1431045,7,1637732491
71717,848228,10,1637732492
71717,468569,8,1637732493
71717,499549,8,1637732494
71717,816692,9,1637732495
71717,2015381,7,1637732496
71717,4154664,5,1637732497
71717,1853728,7,1637732498
71717,6320628,9,1637732499
71717,1392170,9,1637732500
71717,1392190,4,1637732501
71717,371746,10,1637732502
71717,1345836,6,1637732503
71717,369610,7,1637732504
71717,1300854,8,1637732505
71717,1386697,8,1637732506
71717,2488496,6,1637732507
71717,3498820,5,1637732508
71717,7131622,5,1637732509
71717,903624,3,1637732510
71717,2395427,5,1637732511
71717,372784,6,1637732512
71717,2975590,5,1637732513
71717,3659388,9,1637732514
71717,1049413,10,1637732515
71717,8579674,3,1637732516
71717,2096673,8,1637732517
71717,458339,10,1637732518
71717,3315342,5,1637732519
71717,800369,8,1637732520
71717,1130884,7,1637732521
71717,993846,9,1637732522
71717,451279,10,1637732523
71717,1228705,10,1637732524
71717,361748,6,1637732525
71717,1074638,7,1637732526
71717,1211837,9,1637732527
71717,1951264,7,1637732528
71717,3896198,7,1637732529
71717,7713068,3,1637732530
71717,8946378,7,1637732531
71717,1663202,6,1637732532
71717,1201607,10,1637732533
71717,1745960,10,1637732534
71717,2771200,10,1637732535
71717,3183660,3,1637732536
71717,948470,9,1637732537
71717,6139732,10,1637732538
71717,478970,6,1637732539
71717,910970,8,1637732540
71717,6105098,10,1637732541
71717,1790864,8,1637732542
71717,1119646,10,1637732543
71717,2802144,10,1637732544
71717,2245084,5,1637732545
71717,1323594,8,1637732546
71717,330373,9,1637732547
71717,2872732,6,1637732548
71717,1396484,5,1637732549
71717,4520988,9,1637732550
71717,1843866,9,1637732551
71717,2084970,7,1637732552
71717,770828,8,1637732553
71717,1877832,4,1637732554
71717,2250912,10,1637732555
71717,2543164,2,1637732556
71717,926084,7,1637732557
71717,373889,7,1637732558
71717,3748528,8,1637732559
71717,448115,9,1637732560
71717,437086,6,1637732561
71717,2294629,9,1637732562
71717,1981115,8,1637732563
71717,988045,10,1637732564
71717,383574,9,1637732565
71717,2584384,5,1637732566
71717,454876,10,1637732567
71717,3501632,8,1637732568
71717,816711,4,1637732569
71717,6723592,4,1637732570
71717,480249,6,1637732571
